hud_amp,tds,cons_tds,development_edp,operating_edp,hud,dev_name,program,method,type,section_8_transition_units,current_units,total_number_units,number_rental_rooms,avg._no._r/r_per_unit,population_-_section_8_transition,population_-_public_housing,total_population,families_on_fixed_income,%_families_on_fixed_income,residential_buildings,non-residential_buildings,stairhalls,stories,total_area_-_sq._ft.,acres,net_dev._area_-_sq._ft.,(excluding_park)_acres,bldg._coverage_-_sq._ft.,cubage_-_cu._ft.,bldg/land_coverage_-__%,density_(population/acre),development_cost,cost_per_rental_room_(as_built),avg._monthly_gross_rent,location,borough,community_district,us_congressional_district,new_york_state_senate_district,new_york_state_assembly_district,new_york_city_council_district,completion_date,federalized_development,senior_development,electricity_paid_by_residents,private_management
NY005010360,043,036,585,585,NY005268C,NOSTRAND,FEDERAL,CONVENTIONAL,NEW CONST,,"1,147","1,148","4,970.5",4.33,0,"2,285","2,285",458,40.9%,16,1,32,6,"1,036,600",23.8,"1,036,600",24,"177,223","9,377,365",17.10%,96,"$13,817,794","$2,779",$543,AVENUE V BRAGG ST AVENUE X BATCHELDER ST,BROOKLYN,15,9,19,41,46,12/14/1950,1980/07/01-ATP 6,,,
NY005011620,162,162,269,269,NY005072,OCEAN HILL APARTMENTS,FEDERAL,CONVENTIONAL,NEW CONST,,236,238,"1,070.0",4.53,0,636,636,58,24.8%,3,1,3,14,"112,916",2.59,"112,916",3,"16,412","2,178,743",14.53%,246,"$4,875,929","$4,527",$690,BROADWAY MACDOUGAL ST MOTHER GASTON BLVD CHERRY ST,BROOKLYN,16,8,18,55,37,3/31/1968,,,,
NY005013510,313,351,287,765,NY005257,OCEAN HILL-BROWNSVILLE,FEDERAL,TURNKEY,REHAB,,125,125,540.5,4.32,0,291,291,17,14.2%,5,0,5,4,"242,141",5.56,"242,141",6,"78,188","2,000,000",32.29%,52,"$8,068,686","$14,942",$602,RALPH AVE ATLANTIC AVE SARATOGA AVE DEAN ST,BROOKLYN,16,8,25,55,41,11/10/1986,,,YES,
NY005011720,172,172,582,582,NY005267D,O’DWYER GARDENS,FEDERAL,CONVENTIONAL,NEW CONST,,565,573,"2,186.5",3.87,0,935,935,312,56.3%,6,1,6,15-16,"276,010",6.34,"276,010",6,"34,501","5,421,328",12.50%,147,"$15,000,000","$6,649",$517,W 32ND ST SURF AVE W 35TH ST MERMAID AVE,BROOKLYN,13,8,23,46,47,12/31/1969,1980/07/01-ATP 5,,,
NY005013510,351,351,765,765,NY005285,PARK ROCK REHAB,FEDERAL,TURNKEY,REHAB,,134,134,582.0,4.34,0,297,297,34,26.4%,9,0,9,4,"53,914",1.24,"53,914",1,"33,105","166,531",61.40%,240,"$10,500,000","$18,041",$697,BELMONT AVE JEROME ST SUTTER AVE BARBEY ST,BROOKLYN,8,9,"20, 25",55,36,9/1/1986,,,YES,
NY005011940,194,194,305,305,NY005091,PENNSYLVANIA AVENUE-WORTMAN AVENUE,FEDERAL,CONVENTIONAL,NEW CONST,,336,336,"1,343.0",4.00,0,627,627,145,43.4%,3,1,3,8-16,"236,930",5.44,"236,930",5,"40,998","2,712,190",17.30%,115,"$11,936,021","$8,606",$463,PENNSYLVANIA AVE WORTMAN AVE STANLEY AVE VERMONT ST,BROOKLYN,5,8,19,60,42,9/30/1972,,,,
NY005000890,089,089,235,235,NY005035,PINK,FEDERAL,CONVENTIONAL,NEW CONST,,"1,500","1,500","7,098.0",4.73,0,"3,600","3,600",491,33.0%,22,2,22,8,"1,354,844",31.1,"1,311,306",30,"193,511","13,316,063",14.28%,116,"$20,134,047","$2,835",$561,CRESCENT ST LINDEN BLVD ELDERTS LA STANLEY AVE,BROOKLYN,5,8,19,60,42,9/30/1959,,,,
NY005011670,352,167,771,763,NY005290,RALPH AVENUE REHAB,FEDERAL,TURNKEY,REHAB,,118,118,529.0,4.48,0,268,268,32,28.1%,5,0,5,4,"70,486",1.62,"70,486",2,"27,982","3,052,668",39.70%,165,"$6,714,551","$12,693",$643,EAST NEW YORK AVE RALPH AVE SUTTER AVE E 98TH ST,BROOKLYN,16,9,20,55,41,12/23/1986,,,YES,
NY005000040,004,004,202,202,NY005001,RED HOOK EAST,FEDERAL,CONVENTIONAL,NEW CONST,,"1,402","1,411","5,881.0",4.19,0,"2,812","2,812",544,39.4%,16,3,49,2-6,"856,003",19.65,"856,003",20,"192,198","10,734,477",22.45%,143,,,$541,CLINTON ST LORRAINE ST COLUMBIA ST WEST 9TH ST,BROOKLYN,6,7,25,51,38,11/20/1939,,,,
NY005000790,079,079,"202 - BLDGS 15-25, 230 - BLDGS 1-4",230,"NY005001 - BLDGS 15-25, NY005029 - BLDGS 1-4",RED HOOK WEST,FEDERAL,CONVENTIONAL,NEW CONST,,"1,463","1,480","6,280.5",4.29,0,"3,100","3,100",509,35.6%,14,1,49,3-6-14,"841,727",19.32,"841,727",19,"169,260","11,454,257",20.11%,160,,,$557,RICHARDS ST LORRAINE ST HICKS ST WEST 9TH ST,BROOKLYN,6,7,25,51,38,5/31/1955,,,,
NY005011670,167,167,283,283,NY005089,REID APARTMENTS,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,227,230,681.5,3.00,0,233,233,197,90.4%,1,0,1,20,"68,762",1.58,"68,762",2,"13,285","1,397,832",19.32%,147,"$3,910,160","$5,227",$330,TROY AVE ALBANY AVE EAST NEW YORK AVE MAPLE ST,BROOKLYN,9,9,20,43,41,11/30/1969,,EXCLUSIVELY,,
NY005011350,135,135,227,227,NY005054,ROOSEVELT I,FEDERAL,CONVENTIONAL,NEW CONST,,761,763,"3,575.5",4.70,0,"1,790","1,790",330,43.7%,6,0,6,14-15-18,"340,000",7.81,"340,000",8,"52,168","6,754,320",15.34%,229,"$14,017,427","$3,914",$542,KOSCIUSKO ST PULASKI ST MARCUS GARVEY BLVD STUYVESANT AVE,BROOKLYN,3,8,18,"54, 56",36,9/30/1964,,PARTIALLY (1 BUILDING),,
NY005011350,177,135,281,227,NY005083,ROOSEVELT II,FEDERAL,CONVENTIONAL,NEW CONST,,342,342,"1,496.0",4.37,0,716,716,137,40.2%,3,0,3,14-15,"146,506",3.36,"146,506",3,"24,067","2,801,874",16.43%,213,"$6,450,218","$4,312",$551,LEWIS AVE STUYVESANT AVE HART ST PULASKI ST,BROOKLYN,3,8,18,54,36,12/31/1966,,,,
NY005011670,282,167,508,283,NY005211,RUTLAND TOWERS,FEDERAL,CONVENTIONAL,REHAB,,60,61,218.0,3.63,0,98,98,29,49.2%,1,0,1,6,"19,400",0.45,"19,400",0,"13,470","642,963",69.43%,218,"$1,594,181","$6,727",$523,EAST NEW YORK AVE E 91ST ST E 92ND ST RUTLAND RD,BROOKLYN,17,9,20,58,41,5/17/1977,,,,
NY005011620,158,162,274,269,NY005067,SARATOGA VILLAGE,FEDERAL,CONVENTIONAL,NEW CONST,,125,125,562.5,4.50,0,297,297,40,32.0%,1,0,1,16,"54,935",1.26,"54,935",1,"6,911","1,037,975",12.58%,236,"$2,334,676","$4,147",$650,SARATOGA AVE HANCOCK ST HALSEY ST,BROOKLYN,16,8,18,55,41,12/31/1966,,,,
NY005010360,036,036,314,314,NY005114B,SHEEPSHEAD BAY,FEDERAL,CONVENTIONAL,NEW CONST,,"1,054","1,056","4,911.0",4.66,0,"2,348","2,348",380,36.6%,18,0,36,6,"1,036,600",23.8,"953,637",22,"159,727","10,080,777",15.41%,99,"$12,596,000","$2,573",$563,AVENUE X BATCHELDER ST AVENUE V NOSTRAND AVE,BROOKLYN,15,9,19,41,46,8/8/1950,1968/08/29-FED TRAN,,,
NY005013510,366,351,801,765,NY005250,STERLING PLACE REHABS (SAINT JOHNS-STERLING),FEDERAL,TURNKEY,REHAB,,83,83,440.5,5.31,0,268,268,14,17.1%,5,0,5,4,"49,149",1.13,"49,149",1,"28,039","1,312,849",57.05%,237,"$9,091,865","$20,640",$738,SAINT JOHNS PL & PARK PL STERLING PL BUFFALO AVE & UTICA AVE RALPH AVE,BROOKLYN,8,9,"20, 25",55,"36, 41",5/11/1991,,,YES,
NY005013510,368,351,837,765,NY005305,STERLING PLACE REHABS (STERLING-BUFFALO),FEDERAL,TURNKEY,REHAB,,125,125,593.5,4.75,0,329,329,29,23.2%,7,0,7,4,"48,928",1.12,"48,928",1,"36,119","1,656,285",73.82%,294,"$12,235,716","$20,616",$655,SAINT JOHNS PL & PARK PL STERLING PL BUFFALO AVE & UTICA AVE RALPH AVE,BROOKLYN,8,9,"20, 25",55,"36, 41",5/11/1991,,,YES,
NY005012210,221,221,337,337,NY005133,STUYVESANT GARDENS I,FEDERAL,TURNKEY,NEW CONST,,329,331,"1,614.5",4.91,0,817,817,99,30.4%,5,0,25,4,"202,058",4.64,"202,058",5,"92,431","3,341,149",45.74%,176,"$10,070,462","$6,212",$643,QUINCY ST MALCOLM X BLVD MONROE ST LEWIS AVE,BROOKLYN,3,8,25,56,36,8/31/1972,,,,
NY005012210,333,221,755,755,NY005269,STUYVESANT GARDENS II,FEDERAL,TURNKEY,NEW CONST (ELD),,150,150,525.0,3.50,0,168,168,132,88.6%,1,0,1,7,"70,050",1.61,"70,050",2,"16,458","1,044,874",23.49%,104,"$9,991,893","$19,032",$423,QUINCY ST MALCOLM X BLVD MONROE ST STUYVESANT AVE,BROOKLYN,3,8,25,56,36,2/28/1986,,EXCLUSIVELY,YES,
NY005010730,073,073,538,538,NY005220I,SUMNER,FEDERAL,CONVENTIONAL,NEW CONST,,"1,098","1,099","5,007.0",4.56,0,"2,262","2,262",468,43.2%,13,0,24,7-12,"963,265",22.11,"905,577",21,"131,812","8,881,677",13.68%,102,"$18,007,000","$3,608",$568,PARK AVE LEWIS AVE MYRTLE AVE THROOP AVE,BROOKLYN,3,8,18,56,36,5/14/1958,1978/07/01-ATP 3,,,
NY005011700,170,170,278,278,NY005087,SURFSIDE GARDENS,FEDERAL,CONVENTIONAL,NEW CONST,,593,600,"2,542.5",4.29,0,"1,132","1,132",349,60.4%,5,0,5,14-15,"323,050",7.42,"323,050",7,"36,810","5,005,316",11.39%,153,"$13,577,964","$5,261",$480,W 31ST ST NEPTUNE AVE W 33RD ST SURF AVE,BROOKLYN,13,8,23,46,47,6/30/1969,,PARTIALLY (2 BUILDINGS),,
NY005011670,369,167,807,203,NY005311,SUTTER AVENUE-UNION STREET,FEDERAL,TURNKEY,REHAB,,100,100,467.0,4.67,0,249,249,21,21.6%,3,0,3,4-6,"37,500",0.86,"37,500",1,"21,424","1,011,839",57.13%,290,"$9,370,007","$20,064",$660,SUTTER AVE UNION STREET EAST NEW YORK AVE,BROOKLYN,16,9,20,55,41,8/31/1995,,,YES,
NY005011670,354,167,775,763,NY005278,TAPSCOTT STREET REHAB,FEDERAL,TURNKEY,REHAB,,155,155,687.5,4.44,0,327,327,31,21.2%,8,0,8,4,"64,755",1.49,"64,755",1,"37,312","1,679,040",57.62%,219,"$10,106,270","$14,721",$598,SUTTER AVE GRAFTON ST DUMONT AVE UNION ST,BROOKLYN,16,9,20,55,41,1/24/1986,,,YES,
NY005012340,234,234,358,358,NY005141,TAYLOR STREET-WYTHE AVENUE,FEDERAL,TURNKEY,NEW CONST,,525,525,"2,465.5",4.70,0,"1,211","1,211",230,44.0%,5,1,5,8-11-12-13,"183,100",4.2,"183,100",4,"57,205","5,051,383",31.24%,288,"$20,178,024","$8,118",$502,WYTHE AVE CLYMER ST ROSS ST,BROOKLYN,1,7,18,50,33,6/30/1974,,,,
NY005000720,096,096,233,233,NY005034,TILDEN,FEDERAL,CONVENTIONAL,NEW CONST,,998,998,"4,750.0",4.76,0,"2,557","2,557",353,35.6%,8,1,8,16,"465,764",10.69,"465,764",11,"66,416","8,888,637",14.26%,239,"$14,827,430","$3,122",$514,DUMONT AVE MOTHER GASTON BLVD LIVONIA AVE ROCKAWAY AVE,BROOKLYN,16,9,20,55,41,6/30/1961,,,,
NY005011310,131,131,246,246,NY005046,TOMPKINS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,045","1,046","5,218.5",4.99,0,"2,744","2,744",353,34.3%,8,1,12,8-16,"521,950",11.98,"521,950",12,"94,386","9,894,217",18.08%,229,"$18,445,969","$3,532",$611,PARK AVE THROOP AVE MYRTLE AVE TOMPKINS AVE,BROOKLYN,3,8,18,56,36,7/31/1964,,,,
NY005012610,240,261,348,375,NY005169,"UNITY PLAZA (SITES 17,24,25A)",FEDERAL,TURNKEY,NEW CONST,,167,167,768.5,4.60,0,463,463,46,27.7%,3,0,3,6,"80,525",1.85,"80,525",2,"27,159","2,001,480",33.73%,250,"$5,191,821","$6,699",$580,SUTTER AVE BLAKE AVE SHEFFIELD AVE ALABAMA AVE,BROOKLYN,5,8,19,60,42,11/30/1973,,,,
NY005012610,261,261,318,375,NY005117,UNITY PLAZA (SITES 4-27),FEDERAL,CONVENTIONAL,NEW CONST,,460,462,"2,141.0",4.65,0,"1,123","1,123",136,29.8%,5,0,13,6,"249,250",5.72,"249,250",6,"89,543","5,304,133",35.92%,196,"$16,798,483","$7,813",$598,BLAKE ST SHEFFIELD AVE DUMONT AVE HINSDALE ST,BROOKLYN,5,8,19,60,42,9/30/1973,,,,
NY005000610,061,061,216,216,NY005013,VAN DYKE I,FEDERAL,CONVENTIONAL,NEW CONST,,"1,601","1,603","7,393.5",4.62,0,"3,780","3,780",495,31.4%,22,1,31,3-14,"906,484",20.81,"844,628",19,"161,168","13,652,083",16.56%,182,"$21,351,730","$2,884",$549,SUTTER AVE POWELL ST LIVONIA AVE MOTHER GASTON BLVD,BROOKLYN,16,9,"19, 20",55,41,5/27/1955,,,,
NY005011680,146,182,257,257,NY005055,VAN DYKE II,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,111,112,413.5,3.73,0,129,129,105,94.6%,1,0,1,14,"40,574",0.93,"40,574",1,"9,017","845,622",22.22%,139,"$2,318,317","$5,546",$336,DUMONT AVE POWELL ST,BROOKLYN,16,9,19,55,41,4/30/1964,,EXCLUSIVELY,,
NY005011940,315,194,273,273,NY005243,VANDALIA AVENUE,FEDERAL,TURNKEY,NEW CONST (ELD),,288,293,"1,036.0",3.60,0,329,329,268,93.40%,2,1,2,10,"256,217",5.88,"256,217",6,"33,868","2,315,113",13.22%,56,"$20,511,981","$19,480",$372,LOUISIANA AVE VANDALIA AVE GEORGIA AVE FLATLANDS AVE,BROOKLYN,5,8,19,60,42,5/31/1983,,EXCLUSIVELY,YES,
NY005005140,514,514,509,509,NY005213A,WHITMAN,FEDERAL,CONVENTIONAL,NEW CONST,,"1,652","1,659","7,837.0",4.74,0,"3,749","3,749",556,34.30%,15,3,32,7-13,"803,058",18.44,"744,421",17,"156,524","9,769,048",19.49%,203,"$10,341,328","$1,655",$567,PARK AVE CARLTON AVE MYRTLE AVE SAINT EDWARDS ST,BROOKLYN,2,8,25,57,35,2/24/1944,1977/07/01-ATP 1,,,
NY005000020,002,002,200,200,NY005041,WILLIAMSBURG,FEDERAL,CONVENTIONAL,NEW CONST,,"1,601","1,630","6,432.5",4.02,0,"2,895","2,895",765,49.50%,20,1,136,4,"1,016,895",23.34,"927,103",21,"326,716","14,056,383",32.13%,124,"$13,063,992","$2,266",$518,LEONARD ST BUSHWICK AVE MAUJER ST SCHOLES ST,BROOKLYN,1,7,18,53,34,4/10/1938,,,,
NY005011680,182,182,285,257,NY005084,WOODSON,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,407,407,"1,419.5",3.49,0,451,451,356,88.30%,2,0,2,10-25,"140,000",3.21,"100,000",2,"24,456","2,792,393",17.47%,140,"$8,225,987","$5,785",$345,BLAKE AVE LIVONIA AVE POWELL ST JUNIUS ST,BROOKLYN,16,8,19,55,42,8/31/1970,,EXCLUSIVELY,,
NY005011630,163,163,272,272,NY005074,WYCKOFF GARDENS,FEDERAL,CONVENTIONAL,NEW CONST,,528,529,"2,434.0",4.61,0,"1,118","1,118",232,44.90%,3,0,3,21,"253,000",5.81,"253,000",6,"31,158","4,724,612",12.32%,192,"$10,130,155","$4,149",$597,THIRD AVE NEVINS ST WYCKOFF ST BALTIC ST,BROOKLYN,6,7,25,52,33,12/31/1966,,,,
NY005010970,154,097,264,261,NY005065,131 SAINT NICHOLAS AVENUE,FEDERAL,CONVENTIONAL,NEW CONST,,98,100,386.0,3.94,0,165,165,40,42.1%,1,0,1,17,"29,359",0.67,"29,359",1,"5,759","771,591",19.62%,246,"$1,880,013","$4,694",$563,SAINT NICHOLAS AVE W 116TH ST W 117TH ST,MANHATTAN,10,13,30,70,9,3/31/1965,,,,
NY005013590,359,359,840,840,NY005270,154 WEST 84TH STREET,FEDERAL,TURNKEY,NEW CONST,,35,35,157.5,4.50,0,71,71,9,25.7%,1,0,1,7,"9,621",0.22,"9,621",0,"5,774","361,857",60.01%,323,"$4,503,296","$28,412",$697,AMSTERDAM AVE W 84TH ST COLUMBUS AVE,MANHATTAN,7,10,29,69,6,3/31/1996,,,YES,YES
NY005010640,203,064,320,219,NY005126,335 EAST 111TH STREET,FEDERAL,TURNKEY,NEW CONST,,66,66,259.0,3.92,0,108,108,36,56.3%,1,0,1,6,"20,205",0.46,"20,205",0,"9,143","530,550",45.25%,235,"$1,241,825","$4,651",$427,SECOND AVE E 111TH ST FIRST AVE E 112TH ST,MANHATTAN,11,13,29,68,8,6/30/1969,,,,
NY005021850,185,153,452,452,NY005374,344 EAST 28TH STREET,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,88,225,225,985.5,4.38,175,252,427,115,52.5%,1,0,1,26,"44,644",1.02,"44,644",1,"7,889","1,946,457",17.67%,419,"$4,980,000","$5,053",$555,E 27TH ST NEW ST E 28TH ST FIRST AVE,MANHATTAN,6,12,27,74,2,3/31/1971,,,,
NY005011000,265,100,380,312,NY005186,45 ALLEN STREET,FEDERAL,TURNKEY,NEW CONST,,105,107,524.5,5.00,0,230,230,46,44.7%,1,1,1,14,"39,609",0.91,"39,609",1,"8,031","950,162",20.28%,253,"$4,290,021","$7,981",$742,GRAND ST ALLEN ST HESTER ST ELDRIDGE ST,MANHATTAN,3,7,26,65,1,7/31/1974,,,,
NY005010820,150,082,258,258,NY005059,830 AMSTERDAM AVENUE,FEDERAL,CONVENTIONAL,NEW CONST,,159,159,725.5,4.56,0,346,346,65,41.7%,1,0,1,20,"28,690",0.66,"28,690",1,"7,750","1,375,740",27.01%,524,"$3,631,814","$4,992",$526,W 101ST ST AMSTERDAM AVE W 100TH ST,MANHATTAN,7,10,30,69,7,8/31/1965,,,,
NY005010220,022,022,530,530,NY005220A,AMSTERDAM,FEDERAL,CONVENTIONAL,NEW CONST,,"1,084","1,084","5,129.0",4.73,0,"2,194","2,194",459,43.3%,13,0,24,6-13,"446,172",10.24,"413,534",9,"100,358","8,233,310",22.49%,214,"$12,262,000","$2,391",$572,W 61ST ST W 64TH ST WEST END AVE AMSTERDAM AVE,MANHATTAN,7,10,31,67,6,12/17/1948,1978/07/01-ATP 3,,,
NY005021870,187,022,453,453,NY005366,AMSTERDAM ADDITION,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,26,175,175,762.5,4.36,71,274,345,96,55.8%,1,0,1,27,"36,154",0.83,"36,154",1,"17,562","1,825,587",48.58%,416,"$7,053,000","$9,250",$525,W 64TH ST W 65TH ST AMSTERDAM AVE WEST END AVE,MANHATTAN,7,10,31,67,6,1/31/1974,,,,
NY005010030,125,003,444,444,NY005365,AUDUBON,FEDERAL,CONVENTIONAL,NEW CONST,,167,168,826.5,4.95,0,460,460,63,38.0%,1,0,1,20,"27,477",0.63,"27,477",1,"9,043","1,585,892",32.91%,730,"$2,817,000","$3,382",$587,W 154TH ST W 155TH ST AMSTERDAM AVE,MANHATTAN,9,13,30,71,7,4/30/1962,1995/07/13-PTA,,,
NY005010600,060,060,215,215,NY005012,BARUCH,FEDERAL,CONVENTIONAL,NEW CONST,,"2,192","2,194","10,234.0",4.67,0,"4,724","4,724",973,45.2%,17,1,34,7-13-14,"1,196,115",27.46,"1,101,503",25,"160,098","17,784,205",13.38%,172,"$36,411,155","$3,553",$539,E HOUSTON ST FDR DRIVE DELANCEY ST COLUMBIA ST,MANHATTAN,3,7,26,74,2,8/6/1959,,,,
NY005010600,198,060,383,215,NY005111,BARUCH HOUSES ADDITION,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,197,197,646.5,3.28,0,241,241,176,91.7%,1,0,1,23,"47,204",1.08,"47,204",1,"6,149","1,268,931",13.03%,223,"$6,622,549","$9,907",$316,COLUMBIA ST DELANCEY ST E HOUSTON ST FDR DRIVE,MANHATTAN,3,7,26,74,2,4/30/1977,,EXCLUSIVELY,,
NY005010030,160,003,271,271,NY005070,BETHUNE GARDENS,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,209,210,731.5,3.50,0,250,250,183,88.8%,1,0,1,22,"63,546",1.46,"63,546",1,"7,751","1,393,115",12.20%,171,"$3,785,397","$5,007",$338,W 156TH ST SAINT NICHOLAS AVE AMSTERDAM AVE,MANHATTAN,12,13,30,71,7,3/31/1967,,EXCLUSIVELY,,
NY005012920,264,337,379,370,NY005185,BRACETTI PLAZA,FEDERAL,TURNKEY,NEW CONST,,108,108,538.0,4.98,0,252,252,48,44.4%,1,0,2,7,"44,353",1.02,"44,353",1,"18,790","1,216,072",42.36%,247,"$4,364,419","$8,008",$566,E 3RD ST AVENUE C E 4TH ST AVENUE B,MANHATTAN,3,12,26,74,2,5/31/1974,,,,
NY005012570,286,337,593,593,NY005264,CAMPOS PLAZA II,FEDERAL,CONVENTIONAL,NEW CONST,,224,224,"1,088.0",4.86,0,505,505,107,48.0%,2,0,3,9-17,"93,155",2.14,"93,155",2,"29,149","2,470,285",31.29%,236,"$17,601,547","$16,193",$661,AVENUE B E 14TH ST AVENUE C E 13TH ST,MANHATTAN,3,12,27,74,2,4/30/1983,,,YES,
NY005000580,058,058,534,534,NY005220E,CARVER,FEDERAL,CONVENTIONAL,NEW CONST,,"1,246","1,246","5,770.0",4.63,0,"2,606","2,606",523,42.1%,13,0,13,6-15,"637,132",14.63,"594,887",14,"97,568","10,275,141",15.31%,178,"$24,155,000","$4,145",$590,E 99TH ST PARK AVE MADISON AVE E 106TH ST,MANHATTAN,11,13,30,68,8,2/14/1958,1978/07/01-ATP 3,,,
NY005021340,134,134,446,446,NY005372,CHELSEA,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,68,425,425,"1,914.5",4.50,165,737,902,163,39.4%,2,0,4,21,"74,488",1.71,"74,488",2,"18,557","3,689,065",24.91%,527,"$8,776,000","$4,584",$606,W 25TH ST W 26TH ST NINTH AVE,MANHATTAN,4,10,27,75,3,5/31/1964,,,,
NY005011340,176,134,451,451,NY005361,CHELSEA ADDITION,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,96,96,336.0,3.50,0,113,113,86,92.5%,1,0,1,14,"44,921",1.03,"44,921",1,"14,475","1,021,739",32.22%,110,"$2,402,000","$7,149",$321,CHELSEA PARK W 26TH ST TENTH AVE,MANHATTAN,4,10,31,75,3,4/30/1968,1995/07/13-PTA,EXCLUSIVELY,,
NY005001230,123,123,245,245,NY005045,CLINTON,FEDERAL,CONVENTIONAL,NEW CONST,,749,749,"3,526.5",4.71,0,"1,695","1,695",334,45.6%,6,2,6,9-18,"243,770",5.6,"232,673",5,"51,879","6,740,935",21.28%,303,"$16,774,779","$4,756",$544,"PARK & LEX AVES E 104TH,106TH STS E 108TH ST E 110TH ST",MANHATTAN,11,13,30,68,8,10/31/1965,,,,
NY005010640,199,064,359,219,NY005149,CORSI HOUSES,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,171,171,512.5,3.00,0,186,186,135,82.3%,1,0,1,16,"32,004",0.73,"32,004",1,"20,446","1,361,650",63.89%,255,"$6,600,521","$11,882",$324,E 116TH ST E 117TH ST FIRST AVE SECOND AVE,MANHATTAN,11,13,29,68,8,11/30/1973,,EXCLUSIVELY,,
NY005011270,155,127,265,259,NY005066,DE HOSTOS APARTMENTS,FEDERAL,CONVENTIONAL,NEW CONST,,217,223,944.5,4.35,0,460,460,88,40.6%,1,0,1,22,"32,690",0.75,"32,690",1,"10,319","1,794,597",31.57%,613,"$4,044,899","$4,130",$542,AMSTERDAM AVE W 93RD ST BROADWAY W 94TH ST,MANHATTAN,7,10,30,69,6,3/28/1969,,,,
NY005010820,148,082,569,569,NY005244B,DOUGLASS ADDITION,FEDERAL,CONVENTIONAL,NEW CONST,,135,135,667.5,4.94,0,335,335,51,38.3%,1,0,1,16,"23,957",0.55,"23,957",1,"8,884","1,289,500",37.08%,609,"$3,783,000","$5,667",$640,W 102ND ST W 103RD ST AMSTERDAM AVE,MANHATTAN,7,10,30,69,7,6/30/1965,1979/08/01-ATP 4,,,
NY005010820,082,082,569,569,NY005244B,DOUGLASS I,FEDERAL,CONVENTIONAL,NEW CONST,,"1,304","1,305","5,814.0",4.46,0,"2,630","2,630",559,43.1%,11,0,11,5-9-12-17-20,"533,018",12.24,"533,018",12,"94,508","10,999,163",17.73%,215,"$22,701,754","$3,933",$556,W 104TH ST MANHATTAN AVE W 100TH ST COLUMBUS AVE,MANHATTAN,7,13,30,69,7,9/25/1958,1979/08/01-ATP 4,,,
NY005010820,582,082,569,569,NY005244B,DOUGLASS II,FEDERAL,CONVENTIONAL,NEW CONST,,752,753,"3,462.0",4.60,0,"1,583","1,583",309,41.4%,6,0,6,9-12-17-18-20,"414,973",9.53,"330,232",8,"44,044","6,568,578",10.61%,166,"$14,739,246","$4,277",$605,W 104TH ST COLUMBUS AVE W 100TH ST AMSTERDAM AVE,MANHATTAN,7,13,30,69,7,9/25/1958,1979/08/01-ATP 4,,,
NY005021110,111,111,434,434,NY005373,DREW-HAMILTON,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,277,"1,208","1,217","5,329.0",4.41,598,"2,105","2,703",454,38.6%,5,0,5,21,"312,188",7.17,"292,159",7,"74,433","9,889,060",23.84%,377,"$25,146,000","$4,687",$507,W 141ST ST W 144TH ST POWELL BLVD DOUGLASS BLVD,MANHATTAN,10,13,30,70,9,9/30/1965,,,,
NY005000410,041,041,373,373,NY005183A,DYCKMAN,FEDERAL,CONVENTIONAL,NEW CONST,,"1,166","1,167","5,049.0",4.33,0,"2,245","2,245",532,46.0%,7,1,7,14,"613,884",14.09,"570,318",13,"80,457","9,780,114",13.11%,159,"$14,202,915","$2,812",$585,DYCKMAN ST NAGLE AVE W 204TH ST TENTH AVE,MANHATTAN,12,13,31,72,10,4/25/1951,1972/06/29-FED TRAN,,,
NY005010090,009,009,207,207,NY005005,EAST RIVER,FEDERAL,CONVENTIONAL,NEW CONST,,"1,157","1,170","4,850.5",4.19,0,"2,247","2,247",450,40.7%,10,1,29,6-10-11,"512,822",11.77,"466,607",11,"112,140","7,963,515",21.87%,191,"$5,304,700","$1,086",$481,FIRST AVE FDR DRIVE E 102ND ST E 105TH ST,MANHATTAN,11,13,30,68,8,5/20/1941,,,,
NY005011340,015,134,367,367,NY005181C,ELLIOTT,FEDERAL,CONVENTIONAL,NEW CONST,,607,608,"2,846.5",4.69,0,"1,356","1,356",223,38.2%,4,0,8,11-12,"204,530",4.7,"204,530",5,"45,023","4,301,454",22.01%,289,"$5,042,342","$1,808",$583,W 25TH ST CHELSEA PARK NINTH AVE TENTH AVE,MANHATTAN,4,10,"27, 31",75,3,7/15/1947,1972/06/29-FED TRAN,,,
NY005012920,001,337,370,370,NY005181A,FIRST HOUSES,FEDERAL,CONVENTIONAL,NEW CONST,,126,126,448.0,3.56,0,182,182,55,44.7%,8,0,8,4-5,"53,532",1.23,"53,532",1,"24,540","1,411,795",45.84%,148,"$1,384,643","$3,653",$493,E 2ND ST E 3RD ST AVENUE A FIRST AVE,MANHATTAN,3,12,26,74,2,5/31/1936,1972/06/29-FED TRAN,,YES,
