hud_amp,tds,cons_tds,development_edp,operating_edp,hud,dev_name,program,method,type,section_8_transition_units,current_units,total_number_units,number_rental_rooms,avg._no._r/r_per_unit,population_-_section_8_transition,population_-_public_housing,total_population,families_on_fixed_income,%_families_on_fixed_income,residential_buildings,non-residential_buildings,stairhalls,stories,total_area_-_sq._ft.,acres,net_dev._area_-_sq._ft.,(excluding_park)_acres,bldg._coverage_-_sq._ft.,cubage_-_cu._ft.,bldg/land_coverage_-__%,density_(population/acre),development_cost,cost_per_rental_room_(as_built),avg._monthly_gross_rent,location,borough,community_district,us_congressional_district,new_york_state_senate_district,new_york_state_assembly_district,new_york_city_council_district,completion_date,federalized_development,senior_development,electricity_paid_by_residents,private_management
NY005011620,162,162,269,269,NY005072,OCEAN HILL APARTMENTS,FEDERAL,CONVENTIONAL,NEW CONST,,236,238,"1,070.0",4.53,0,616,616,62,26.72%,3,1,3,14,"112,916",2.59,"112,916",2.59,"16,412","2,178,743",14.53%,238,"$4,875,929","$4,527",$687,BROADWAY MACDOUGAL ST MOTHER GASTON BLVD CHERRY ST,BROOKLYN,16,8,18,55,37,03/31/1968,,,,
NY005013510,313,351,287,765,NY005257,OCEAN HILL-BROWNSVILLE,FEDERAL,TURNKEY,REHAB,,125,125,540.5,4.32,0,302,302,16,13.01%,5,0,5,4,"242,141",5.56,"242,141",5.56,"78,188","2,000,000",32.29%,54,"$8,068,686","$14,942",$581,RALPH AVE ATLANTIC AVE SARATOGA AVE DEAN ST,BROOKLYN,16,8,25,55,41,11/10/1986,,,YES,
NY005011720,172,172,582,582,NY005267D,O’DWYER GARDENS,FEDERAL,CONVENTIONAL,NEW CONST,,561,573,"2,172.5",3.87,0,928,928,307,56.02%,6,1,6,15-16,"276,010",6.34,"276,010",6.34,"34,501","5,421,328",12.50%,146,"$15,000,000","$6,649",$526,W 32ND ST SURF AVE W 35TH ST MERMAID AVE,BROOKLYN,13,8,23,46,47,12/31/1969,1980/07/01-ATP 5,,,
NY005013510,351,351,765,765,NY005285,PARK ROCK REHAB,FEDERAL,TURNKEY,REHAB,,134,134,582.0,4.34,0,305,305,33,25.00%,9,0,9,4,"53,914",1.24,"53,914",1.24,"33,105","166,531",61.40%,246,"$10,500,000","$18,041",$681,BELMONT AVE JEROME ST SUTTER AVE BARBEY ST,BROOKLYN,8,9,"20, 25",55,36,09/01/1986,,,YES,
NY005011940,194,194,305,305,NY005091,PENNSYLVANIA AVENUE-WORTMAN AVENUE,FEDERAL,CONVENTIONAL,NEW CONST,,335,336,"1,339.5",4.00,0,618,618,143,43.20%,3,1,3,8-16,"236,930",5.44,"236,930",5.44,"40,998","2,712,190",17.30%,114,"$11,936,021","$8,606",$470,PENNSYLVANIA AVE WORTMAN AVE STANLEY AVE VERMONT ST,BROOKLYN,5,8,19,60,42,09/30/1972,,,,
NY005000890,089,089,235,235,NY005035,PINK,FEDERAL,CONVENTIONAL,NEW CONST,,"1,500","1,500","7,098.0",4.73,0,"3,569","3,569",518,34.77%,22,2,22,8,"1,354,844",31.10,"1,311,306",30.10,"193,511","13,316,063",14.28%,115,"$20,134,047","$2,835",$535,CRESCENT ST LINDEN BLVD ELDERTS LA STANLEY AVE,BROOKLYN,5,8,19,60,42,09/30/1959,,,,
NY005011670,352,167,771,763,NY005290,RALPH AVENUE REHAB,FEDERAL,TURNKEY,REHAB,,118,118,529.0,4.48,0,265,265,30,26.32%,5,0,5,4,"70,486",1.62,"70,486",1.62,"27,982","3,052,668",39.70%,164,"$6,714,551","$12,693",$625,EAST NEW YORK AVE RALPH AVE SUTTER AVE E 98TH ST,BROOKLYN,16,9,20,55,41,12/23/1986,,,YES,
NY005000040,004,004,202,202,NY005001,RED HOOK EAST,FEDERAL,CONVENTIONAL,NEW CONST,,"1,402","1,411","5,881.0",4.19,0,"2,772","2,772",589,42.71%,16,3,49,2-6,"856,003",19.65,"856,003",19.65,"192,198","10,734,477",22.45%,141,,,$512,CLINTON ST LORRAINE ST COLUMBIA ST WEST 9TH ST,BROOKLYN,6,7,25,51,38,11/20/1939,,,,
NY005000790,079,079,"202 - BLDGS 15-25, 230 - BLDGS 1-4",230,"NY005001 - BLDGS 15-25, NY005029 - BLDGS 1-4",RED HOOK WEST,FEDERAL,CONVENTIONAL,NEW CONST,,"1,466","1,480","6,294.0",4.29,0,"3,059","3,059",523,37.09%,14,1,49,3-6-14,"841,727",19.32,"841,727",19.32,"169,260","11,454,257",20.11%,158,,,$546,RICHARDS ST LORRAINE ST HICKS ST WEST 9TH ST,BROOKLYN,6,7,25,51,38,05/31/1955,,,,
NY005011670,167,167,283,283,NY005089,REID APARTMENTS,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,227,230,681.5,3.00,0,238,238,200,90.50%,1,0,1,20,"68,762",1.58,"68,762",1.58,"13,285","1,397,832",19.32%,151,"$3,910,160","$5,227",$346,TROY AVE ALBANY AVE EAST NEW YORK AVE MAPLE ST,BROOKLYN,9,9,20,43,41,11/30/1969,,EXCLUSIVELY,,
NY005011350,135,135,227,227,NY005054,ROOSEVELT I,FEDERAL,CONVENTIONAL,NEW CONST,,761,763,"3,575.5",4.70,0,"1,782","1,782",337,44.58%,6,0,6,14-15-18,"340,000",7.81,"340,000",7.81,"52,168","6,754,320",15.34%,228,"$14,017,427","$3,914",$536,KOSCIUSKO ST PULASKI ST MARCUS GARVEY BLVD STUYVESANT AVE,BROOKLYN,3,8,18,"54, 56",36,09/30/1964,,PARTIALLY (1 BUILDING),,
NY005011350,177,135,281,227,NY005083,ROOSEVELT II,FEDERAL,CONVENTIONAL,NEW CONST,,342,342,"1,496.0",4.37,0,691,691,148,43.92%,3,0,3,14-15,"146,506",3.36,"146,506",3.36,"24,067","2,801,874",16.43%,206,"$6,450,218","$4,312",$514,LEWIS AVE STUYVESANT AVE HART ST PULASKI ST,BROOKLYN,3,8,18,54,36,12/31/1966,,,,
NY005011670,282,167,508,283,NY005211,RUTLAND TOWERS,FEDERAL,CONVENTIONAL,REHAB,,60,61,218.0,3.63,0,98,98,29,49.15%,1,0,1,6,"19,400",0.45,"19,400",0.45,"13,470","642,963",69.43%,218,"$1,594,181","$6,727",$564,EAST NEW YORK AVE E 91ST ST E 92ND ST RUTLAND RD,BROOKLYN,17,9,20,58,41,05/17/1977,,,,
NY005011620,158,162,274,269,NY005067,SARATOGA VILLAGE,FEDERAL,CONVENTIONAL,NEW CONST,,125,125,562.5,4.50,0,297,297,40,32.00%,1,0,1,16,"54,935",1.26,"54,935",1.26,"6,911","1,037,975",12.58%,236,"$2,334,676","$4,147",$648,SARATOGA AVE HANCOCK ST HALSEY ST,BROOKLYN,16,8,18,55,41,12/31/1966,,,,
NY005010360,036,036,314,314,NY005114B,SHEEPSHEAD BAY,FEDERAL,CONVENTIONAL,NEW CONST,,"1,055","1,056","4,915.5",4.66,0,"2,315","2,315",396,37.93%,18,0,36,6,"1,036,600",23.80,"953,637",21.89,"159,727","10,080,777",15.41%,97,"$12,596,000","$2,573",$553,AVENUE X BATCHELDER ST AVENUE V NOSTRAND AVE,BROOKLYN,15,9,19,41,46,08/08/1950,1968/08/29-FED TRAN,,,
NY005013510,366,351,801,765,NY005250,STERLING PLACE REHABS (SAINT JOHNS-STERLING),FEDERAL,TURNKEY,REHAB,,83,83,440.5,5.31,0,263,263,14,16.87%,5,0,5,4,"49,149",1.13,"49,149",1.13,"28,039","1,312,849",57.05%,233,"$9,091,865","$20,640",$666,SAINT JOHNS PL & PARK PL STERLING PL BUFFALO AVE & UTICA AVE RALPH AVE,BROOKLYN,8,9,"20, 25",55,"36, 41",05/11/1991,,,YES,
NY005013510,368,351,837,765,NY005305,STERLING PLACE REHABS (STERLING-BUFFALO),FEDERAL,TURNKEY,REHAB,,125,125,593.5,4.75,0,326,326,31,24.80%,7,0,7,4,"48,928",1.12,"48,928",1.12,"36,119","1,656,285",73.82%,291,"$12,235,716","$20,616",$622,SAINT JOHNS PL & PARK PL STERLING PL BUFFALO AVE & UTICA AVE RALPH AVE,BROOKLYN,8,9,"20, 25",55,"36, 41",05/11/1991,,,YES,
NY005012210,221,221,337,337,NY005133,STUYVESANT GARDENS I,FEDERAL,TURNKEY,NEW CONST,,329,331,"1,614.5",4.91,0,813,813,99,30.46%,5,0,25,4,"202,058",4.64,"202,058",4.64,"92,431","3,341,149",45.74%,175,"$10,070,462","$6,212",$644,QUINCY ST MALCOLM X BLVD MONROE ST LEWIS AVE,BROOKLYN,3,8,25,56,36,08/31/1972,,,,
NY005012210,333,221,755,755,NY005269,STUYVESANT GARDENS II,FEDERAL,TURNKEY,NEW CONST (ELD),,150,150,525.0,3.50,0,165,165,130,89.04%,1,0,1,7,"70,050",1.61,"70,050",1.61,"16,458","1,044,874",23.49%,102,"$9,991,893","$19,032",$424,QUINCY ST MALCOLM X BLVD MONROE ST STUYVESANT AVE,BROOKLYN,3,8,25,56,36,02/28/1986,,EXCLUSIVELY,YES,
NY005010730,073,073,538,538,NY005220I,SUMNER,FEDERAL,CONVENTIONAL,NEW CONST,,"1,097","1,099","5,001.5",4.56,0,"2,224","2,224",474,43.97%,13,0,24,7-12,"963,265",22.11,"905,577",20.79,"131,812","8,881,677",13.68%,101,"$18,007,000","$3,608",$545,PARK AVE LEWIS AVE MYRTLE AVE THROOP AVE,BROOKLYN,3,8,18,56,36,05/14/1958,1978/07/01-ATP 3,,,
NY005011700,170,170,278,278,NY005087,SURFSIDE GARDENS,FEDERAL,CONVENTIONAL,NEW CONST,,593,600,"2,542.5",4.29,0,"1,117","1,117",358,61.62%,5,0,5,14-15,"323,050",7.42,"323,050",7.42,"36,810","5,005,316",11.39%,151,"$13,577,964","$5,261",$448,W 31ST ST NEPTUNE AVE W 33RD ST SURF AVE,BROOKLYN,13,8,23,46,47,06/30/1969,,PARTIALLY (2 BUILDINGS),,
NY005011670,369,167,807,203,NY005311,SUTTER AVENUE-UNION STREET,FEDERAL,TURNKEY,REHAB,,100,100,467.0,4.67,0,245,245,24,24.00%,3,0,3,4-6,"37,500",0.86,"37,500",0.86,"21,424","1,011,839",57.13%,285,"$9,370,007","$20,064",$645,SUTTER AVE UNION STREET EAST NEW YORK AVE,BROOKLYN,16,9,20,55,41,08/31/1995,,,YES,
NY005011670,354,167,775,763,NY005278,TAPSCOTT STREET REHAB,FEDERAL,TURNKEY,REHAB,,155,155,687.5,4.44,0,340,340,37,24.18%,8,0,8,4,"64,755",1.49,"64,755",1.49,"37,312","1,679,040",57.62%,228,"$10,106,270","$14,721",$607,SUTTER AVE GRAFTON ST DUMONT AVE UNION ST,BROOKLYN,16,9,20,55,41,01/24/1986,,,YES,
NY005012340,234,234,358,358,NY005141,TAYLOR STREET-WYTHE AVENUE,FEDERAL,TURNKEY,NEW CONST,,525,525,"2,465.5",4.70,0,"1,175","1,175",246,46.95%,5,1,5,8-11-12-13,"183,100",4.20,"183,100",4.20,"57,205","5,051,383",31.24%,280,"$20,178,024","$8,118",$499,WYTHE AVE CLYMER ST ROSS ST,BROOKLYN,1,7,18,50,33,06/30/1974,,,,
NY005000720,096,096,233,233,NY005034,TILDEN,FEDERAL,CONVENTIONAL,NEW CONST,,998,998,"4,750.0",4.76,0,"2,524","2,524",368,37.40%,8,1,8,16,"465,764",10.69,"465,764",10.69,"66,416","8,888,637",14.26%,236,"$14,827,430","$3,122",$516,DUMONT AVE MOTHER GASTON BLVD LIVONIA AVE ROCKAWAY AVE,BROOKLYN,16,9,20,55,41,06/30/1961,,,,
NY005011310,131,131,246,246,NY005046,TOMPKINS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,043","1,046","5,211.5",5.00,0,"2,758","2,758",355,34.57%,8,1,12,8-16,"521,950",11.98,"521,950",11.98,"94,386","9,894,217",18.08%,230,"$18,445,969","$3,532",$600,PARK AVE THROOP AVE MYRTLE AVE TOMPKINS AVE,BROOKLYN,3,8,18,56,36,07/31/1964,,,,
NY005012610,240,261,348,375,NY005169,"UNITY PLAZA (SITES 17,24,25A)",FEDERAL,TURNKEY,NEW CONST,,165,167,761.5,4.62,0,452,452,44,27.16%,3,0,3,6,"80,525",1.85,"80,525",1.85,"27,159","2,001,480",33.73%,244,"$5,191,821","$6,699",$625,SUTTER AVE BLAKE AVE SHEFFIELD AVE ALABAMA AVE,BROOKLYN,5,8,19,60,42,11/30/1973,,,,
NY005012610,261,261,318,375,NY005117,UNITY PLAZA (SITES 4-27),FEDERAL,CONVENTIONAL,NEW CONST,,458,462,"2,133.0",4.66,0,"1,100","1,100",149,33.11%,5,0,13,6,"249,250",5.72,"249,250",5.72,"89,543","5,304,133",35.92%,192,"$16,798,483","$7,813",$579,BLAKE ST SHEFFIELD AVE DUMONT AVE HINSDALE ST,BROOKLYN,5,8,19,60,42,09/30/1973,,,,
NY005000610,061,061,216,216,NY005013,VAN DYKE I,FEDERAL,CONVENTIONAL,NEW CONST,,"1,601","1,603","7,393.5",4.62,0,"3,693","3,693",484,30.73%,22,1,31,3-14,"906,484",20.81,"844,628",19.39,"161,168","13,652,083",16.56%,177,"$21,351,730","$2,884",$570,SUTTER AVE POWELL ST LIVONIA AVE MOTHER GASTON BLVD,BROOKLYN,16,9,"19, 20",55,41,05/27/1955,,,,
NY005011680,146,182,257,257,NY005055,VAN DYKE II,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,111,112,413.5,3.73,0,126,126,101,91.82%,1,0,1,14,"40,574",0.93,"40,574",0.93,"9,017","845,622",22.22%,135,"$2,318,317","$5,546",$345,DUMONT AVE POWELL ST,BROOKLYN,16,9,19,55,41,04/30/1964,,EXCLUSIVELY,,
NY005011940,315,194,273,273,NY005243,VANDALIA AVENUE,FEDERAL,TURNKEY,NEW CONST (ELD),,288,293,"1,036.0",3.60,0,326,326,263,91.96%,2,1,2,10,"256,217",5.88,"256,217",5.88,"33,868","2,315,113",13.22%,55,"$20,511,981","$19,480",$382,LOUISIANA AVE VANDALIA AVE GEORGIA AVE FLATLANDS AVE,BROOKLYN,5,8,19,60,42,05/31/1983,,EXCLUSIVELY,YES,
NY005005140,514,514,509,509,NY005213A,WHITMAN,FEDERAL,CONVENTIONAL,NEW CONST,,"1,650","1,659","7,830.0",4.75,0,"3,664","3,664",552,34.48%,15,3,32,6-13,"803,058",18.44,"744,421",17.09,"156,524","9,769,048",19.49%,199,"$10,341,328","$1,655",$564,PARK AVE CARLTON AVE MYRTLE AVE SAINT EDWARDS ST,BROOKLYN,2,8,25,57,35,02/24/1944,1977/07/01-ATP 1,,,
NY005000020,002,002,200,200,NY005041,WILLIAMSBURG,FEDERAL,CONVENTIONAL,NEW CONST,,"1,564","1,630","6,292.0",4.02,0,"2,873","2,873",780,50.55%,20,1,136,4,"1,016,895",23.34,"927,103",21.28,"326,716","14,056,383",32.13%,123,"$13,063,992","$2,266",$508,LEONARD ST BUSHWICK AVE MAUJER ST SCHOLES ST,BROOKLYN,1,7,18,53,34,04/10/1938,,,,
NY005011680,182,182,285,257,NY005084,WOODSON,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,407,407,"1,419.5",3.49,0,452,452,354,88.06%,2,0,2,10-25,"140,000",3.21,"100,000",2.30,"24,456","2,792,393",17.47%,141,"$8,225,987","$5,785",$334,BLAKE AVE LIVONIA AVE POWELL ST JUNIUS ST,BROOKLYN,16,8,19,55,42,08/31/1970,,EXCLUSIVELY,,
NY005011630,163,163,272,272,NY005074,WYCKOFF GARDENS,FEDERAL,CONVENTIONAL,NEW CONST,,528,529,"2,434.0",4.61,0,"1,119","1,119",234,44.57%,3,0,3,21,"253,000",5.81,"253,000",5.81,"31,158","4,724,612",12.32%,193,"$10,130,155","$4,149",$581,THIRD AVE NEVINS ST WYCKOFF ST BALTIC ST,BROOKLYN,6,7,25,52,33,12/31/1966,,,,
NY005010970,154,097,264,261,NY005065,131 SAINT NICHOLAS AVENUE,FEDERAL,CONVENTIONAL,NEW CONST,,98,100,386.0,3.94,0,164,164,45,46.88%,1,0,1,17,"29,359",0.67,"29,359",0.67,"5,759","771,591",19.62%,245,"$1,880,013","$4,694",$550,SAINT NICHOLAS AVE W 116TH ST W 117TH ST,MANHATTAN,10,13,30,70,09,03/31/1965,,,,
NY005013590,359,359,840,840,NY005270,154 WEST 84TH STREET,FEDERAL,TURNKEY,NEW CONST,,35,35,157.5,4.50,0,70,70,11,31.43%,1,0,1,7,"9,621",0.22,"9,621",0.22,"5,774","361,857",60.01%,318,"$4,503,296","$28,412",$650,AMSTERDAM AVE W 84TH ST COLUMBUS AVE,MANHATTAN,7,10,29,69,06,03/31/1996,,,YES,YES
NY005011000,265,100,380,312,NY005186,45 ALLEN STREET,FEDERAL,TURNKEY,NEW CONST,,104,107,520.0,5.00,0,225,225,47,45.19%,1,1,1,14,"39,609",0.91,"39,609",0.91,"8,031","950,162",20.28%,247,"$4,290,021","$7,981",$688,GRAND ST ALLEN ST HESTER ST ELDRIDGE ST,MANHATTAN,3,7,26,65,01,07/31/1974,,,,
NY005010820,150,082,258,258,NY005059,830 AMSTERDAM AVENUE,FEDERAL,CONVENTIONAL,NEW CONST,,159,159,725.5,4.56,0,346,346,65,41.40%,1,0,1,20,"28,690",0.66,"28,690",0.66,"7,750","1,375,740",27.01%,524,"$3,631,814","$4,992",$537,W 101ST ST AMSTERDAM AVE W 100TH ST,MANHATTAN,7,10,30,69,07,08/31/1965,,,,
NY005010220,022,022,530,530,NY005220A,AMSTERDAM,FEDERAL,CONVENTIONAL,NEW CONST,,"1,083","1,084","5,124.5",4.73,0,"2,175","2,175",448,42.07%,13,0,24,6-13,"446,172",10.24,"413,534",9.49,"100,358","8,233,310",22.49%,212,"$12,262,000","$2,391",$558,W 61ST ST W 64TH ST WEST END AVE AMSTERDAM AVE,MANHATTAN,7,10,31,67,06,12/17/1948,1978/07/01-ATP 3,,,
NY005021870,187,022,453,453,NY005366,AMSTERDAM ADDITION,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,26,175,175,762.5,4.36,68,277,345,95,55.23%,1,0,1,27,"36,154",0.83,"36,154",0.83,"17,562","1,825,587",48.58%,416,"$7,053,000","$9,250",$525,W 64TH ST W 65TH ST AMSTERDAM AVE WEST END AVE,MANHATTAN,7,10,31,67,06,01/31/1974,,,,
NY005010030,125,003,444,444,NY005365,AUDUBON,FEDERAL,CONVENTIONAL,NEW CONST,,166,168,822.0,4.95,0,452,452,62,37.35%,1,0,1,20,"27,477",0.63,"27,477",0.63,"9,043","1,585,892",32.91%,717,"$2,817,000","$3,382",$578,W 154TH ST W 155TH ST AMSTERDAM AVE,MANHATTAN,9,13,30,71,07,04/30/1962,1995/07/13-PTA,,,
NY005010600,060,060,215,215,NY005012,BARUCH,FEDERAL,CONVENTIONAL,NEW CONST,,"2,187","2,194","10,210.5",4.67,0,"4,633","4,633","1,014",47.12%,17,1,34,7-13-14,"1,196,115",27.46,"1,101,503",25.29,"160,098","17,784,205",13.38%,169,"$36,411,155","$3,553",$537,E HOUSTON ST FDR DRIVE DELANCEY ST COLUMBIA ST,MANHATTAN,3,7,26,74,02,08/06/1959,,,,
NY005010600,198,060,383,215,NY005111,BARUCH HOUSES ADDITION,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,197,197,646.5,3.28,0,233,233,173,93.51%,1,0,1,23,"47,204",1.08,"47,204",1.08,"6,149","1,268,931",13.03%,216,"$6,622,549","$9,907",$313,COLUMBIA ST DELANCEY ST E HOUSTON ST FDR DRIVE,MANHATTAN,3,7,26,74,02,04/30/1977,,EXCLUSIVELY,,
NY005010030,160,003,271,271,NY005070,BETHUNE GARDENS,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,205,210,718.5,3.50,0,250,250,176,85.85%,1,0,1,22,"63,546",1.46,"63,546",1.46,"7,751","1,393,115",12.20%,171,"$3,785,397","$5,007",$359,W 156TH ST SAINT NICHOLAS AVE AMSTERDAM AVE,MANHATTAN,12,13,30,71,07,03/31/1967,,EXCLUSIVELY,,
NY005012920,264,337,379,370,NY005185,BRACETTI PLAZA,FEDERAL,TURNKEY,NEW CONST,,108,108,538.0,4.98,0,249,249,55,50.93%,1,0,2,7,"44,353",1.02,"44,353",1.02,"18,790","1,216,072",42.36%,244,"$4,364,419","$8,008",$523,E 3RD ST AVENUE C E 4TH ST AVENUE B,MANHATTAN,3,12,26,74,02,05/31/1974,,,,
NY005012570,286,337,593,593,NY005264,CAMPOS PLAZA II,FEDERAL,CONVENTIONAL,NEW CONST,,224,224,"1,088.0",4.86,0,507,507,104,46.43%,2,0,3,9-17,"93,155",2.14,"93,155",2.14,"29,149","2,470,285",31.29%,237,"$17,601,547","$16,193",$640,AVENUE B E 14TH ST AVENUE C E 13TH ST,MANHATTAN,3,12,27,74,02,04/30/1983,,,YES,
NY005000580,058,058,534,534,NY005220E,CARVER,FEDERAL,CONVENTIONAL,NEW CONST,,"1,244","1,246","5,761.0",4.63,0,"2,592","2,592",526,42.42%,13,0,13,6-15,"637,132",14.63,"594,887",13.66,"97,568","10,275,141",15.31%,177,"$24,155,000","$4,145",$579,E 99TH ST PARK AVE MADISON AVE E 106TH ST,MANHATTAN,11,13,30,68,08,02/14/1958,1978/07/01-ATP 3,,,
NY005021340,134,134,446,446,NY005372,CHELSEA,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,68,425,425,"1,914.5",4.50,179,737,916,168,39.90%,2,0,4,21,"74,488",1.71,"74,488",1.71,"18,557","3,689,065",24.91%,536,"$8,776,000","$4,584",$576,W 25TH ST W 26TH ST NINTH AVE,MANHATTAN,4,10,27,75,03,05/31/1964,,,,
NY005011340,176,134,451,451,NY005361,CHELSEA ADDITION,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,96,96,336.0,3.50,0,115,115,83,88.30%,1,0,1,14,"44,921",1.03,"44,921",1.03,"14,475","1,021,739",32.22%,112,"$2,402,000","$7,149",$349,CHELSEA PARK W 26TH ST TENTH AVE,MANHATTAN,4,10,31,75,03,04/30/1968,1995/07/13-PTA,EXCLUSIVELY,,
NY005001230,123,123,245,245,NY005045,CLINTON,FEDERAL,CONVENTIONAL,NEW CONST,,745,749,"3,511.5",4.71,0,"1,677","1,677",354,48.23%,6,2,6,9-18,"243,770",5.60,"232,673",5.34,"51,879","6,740,935",21.28%,299,"$16,774,779","$4,756",$512,"PARK & LEX AVES E 104TH,106TH STS E 108TH ST E 110TH ST",MANHATTAN,11,13,30,68,08,10/31/1965,,,,
NY005010640,199,064,359,219,NY005149,CORSI HOUSES,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,171,171,512.5,3.00,0,187,187,140,84.34%,1,0,1,16,"32,004",0.73,"32,004",0.73,"20,446","1,361,650",63.89%,256,"$6,600,521","$11,882",$315,E 116TH ST E 117TH ST FIRST AVE SECOND AVE,MANHATTAN,11,13,29,68,08,11/30/1973,,EXCLUSIVELY,,
NY005011270,155,155,265,259,NY005066,DE HOSTOS APARTMENTS,FEDERAL,CONVENTIONAL,NEW CONST,,219,223,953.5,4.35,0,463,463,89,40.64%,1,0,1,22,"32,690",0.75,"32,690",0.75,"10,319","1,794,597",31.57%,617,"$4,044,899","$4,130",$528,AMSTERDAM AVE W 93RD ST BROADWAY W 94TH ST,MANHATTAN,7,10,30,69,06,03/28/1969,,,,
NY005010820,148,082,569,569,NY005244B,DOUGLASS ADDITION,FEDERAL,CONVENTIONAL,NEW CONST,,133,135,660.5,4.97,0,327,327,53,40.15%,1,0,1,16,"23,957",0.55,"23,957",0.55,"8,884","1,289,500",37.08%,595,"$3,783,000","$5,667",$597,W 102ND ST W 103RD ST AMSTERDAM AVE,MANHATTAN,7,10,30,69,07,06/30/1965,1979/08/01-ATP 4,,,
NY005010820,082,082,569,569,NY005244B,DOUGLASS I,FEDERAL,CONVENTIONAL,NEW CONST,,"1,304","1,305","5,814.0",4.46,0,"2,568","2,568",537,41.76%,11,0,11,5-9-12-17-20,"533,018",12.24,"533,018",12.24,"94,508","10,999,163",17.73%,210,"$22,701,754","$3,933",$548,W 104TH ST MANHATTAN AVE W 100TH ST COLUMBUS AVE,MANHATTAN,7,13,30,69,07,09/25/1958,1979/08/01-ATP 4,,,
NY005010820,582,082,569,569,NY005244B,DOUGLASS II,FEDERAL,CONVENTIONAL,NEW CONST,,753,753,"3,466.5",4.60,0,"1,566","1,566",312,41.77%,6,0,6,9-12-17-18-20,"414,973",9.53,"330,232",7.58,"44,044","6,568,578",10.61%,164,"$14,739,246","$4,277",$571,W 104TH ST COLUMBUS AVE W 100TH ST AMSTERDAM AVE,MANHATTAN,7,13,30,69,07,09/25/1958,1979/08/01-ATP 4,,,
NY005021110,111,111,434,434,NY005373,DREW-HAMILTON,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,278,"1,207","1,217","5,329.5",4.42,607,"2,080","2,687",454,38.34%,5,0,5,21,"312,188",7.17,"292,159",6.71,"74,433","9,889,060",23.84%,375,"$25,146,000","$4,687",$498,W 141ST ST W 144TH ST POWELL BLVD DOUGLASS BLVD,MANHATTAN,10,13,30,70,09,09/30/1965,,,,
NY005000410,041,041,373,373,NY005183A,DYCKMAN,FEDERAL,CONVENTIONAL,NEW CONST,,"1,166","1,167","5,050.0",4.33,0,"2,178","2,178",553,48.05%,7,1,7,14,"613,884",14.09,"570,318",13.09,"80,457","9,780,114",13.11%,155,"$14,202,915","$2,812",$577,DYCKMAN ST NAGLE AVE W 204TH ST TENTH AVE,MANHATTAN,12,13,31,72,10,04/25/1951,1972/06/29-FED TRAN,,,
NY005010090,009,009,207,207,NY005005,EAST RIVER,FEDERAL,CONVENTIONAL,NEW CONST,,"1,154","1,170","4,842.0",4.20,0,"2,227","2,227",465,41.93%,10,1,29,6-10-11,"512,822",11.77,"466,607",10.71,"112,140","7,963,515",21.87%,189,"$5,304,700","$1,086",$468,FIRST AVE FDR DRIVE E 102ND ST E 105TH ST,MANHATTAN,11,13,30,68,08,05/20/1941,,,,
NY005011340,015,134,367,367,NY005181C,ELLIOTT,FEDERAL,CONVENTIONAL,NEW CONST,,607,608,"2,846.5",4.69,0,"1,322","1,322",228,39.18%,4,0,8,11-12,"204,530",4.70,"204,530",4.70,"45,023","4,301,454",22.01%,281,"$5,042,342","$1,808",$560,W 25TH ST CHELSEA PARK NINTH AVE TENTH AVE,MANHATTAN,4,10,"27, 31",75,03,07/15/1947,1972/06/29-FED TRAN,,,
NY005012920,001,337,370,370,NY005181A,FIRST HOUSES,FEDERAL,CONVENTIONAL,NEW CONST,,126,126,448.0,3.56,0,187,187,53,42.74%,8,0,8,4-5,"53,532",1.23,"53,532",1.23,"24,540","1,411,795",45.84%,152,"$1,384,643","$3,653",$485,E 2ND ST E 3RD ST AVENUE A FIRST AVE,MANHATTAN,3,12,26,74,02,05/31/1936,1972/06/29-FED TRAN,,YES,
NY005001360,136,136,252,252,NY005053,FULTON,FEDERAL,CONVENTIONAL,NEW CONST,,943,944,"4,218.5",4.47,0,"2,077","2,077",396,42.17%,11,1,11,6-25,"214,139",4.92,"214,139",4.92,"70,645","8,097,991",25.88%,422,"$20,727,847","$4,866",$657,W 16TH ST W 19TH ST NINTH AVE,MANHATTAN,4,10,27,75,03,03/31/1965,,,,
NY005011000,100,100,237,237,NY005032,GOMPERS,FEDERAL,CONVENTIONAL,NEW CONST,,473,474,"2,198.5",4.65,0,"1,060","1,060",210,44.59%,2,2,4,20,"161,016",3.70,"161,016",3.70,"24,555","4,083,496",15.25%,286,"$9,322,807","$4,240",$569,DELANCY ST PITT ST STANTON ST,MANHATTAN,3,7,26,74,02,04/30/1964,,,,
